,item,prog_human,mant_human,prot_human,is_prototype,weight,Unnamed: 0,source,paraphrase_0,extract
599,"The Green Party will establish an independent inspectorate to monitor and evaluate the quality of care provided by private and community care facilities, ensuring compliance with established standards.",0.8571428571428571,0.4642857142857143,0.75,,1.0,538.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The Green Party will establish a National Strategy for Carers within 12 months, focusing on the specific needs of older carers."",     ""The Green Party will create a National Carers Register to identify and support the needs of carers, ensuring they receive appropriate care and support."",     ""The Green Party will establish legally binding standards and regulations for care provision across all contexts, ensuring quality and safety for all carers."",     ""The Green Party will establish an independent inspectorate to monitor and evaluate the quality of care provided by private and community care facilities, ensuring compliance with established standards."",     ""The Green Party will implement various tax and social policy measures to improve the financial security of carers, including tax breaks and subsidies.""   ] } ","The Green Party will establish an independent inspectorate to monitor and evaluate the quality of care provided by private and community care facilities, ensuring compliance with established standards."
600,"The Green Party will implement various tax and social policy measures to improve the financial security of carers, including tax breaks and subsidies.",0.8571428571428571,0.4642857142857143,0.75,,1.0,538.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The Green Party will establish a National Strategy for Carers within 12 months, focusing on the specific needs of older carers."",     ""The Green Party will create a National Carers Register to identify and support the needs of carers, ensuring they receive appropriate care and support."",     ""The Green Party will establish legally binding standards and regulations for care provision across all contexts, ensuring quality and safety for all carers."",     ""The Green Party will establish an independent inspectorate to monitor and evaluate the quality of care provided by private and community care facilities, ensuring compliance with established standards."",     ""The Green Party will implement various tax and social policy measures to improve the financial security of carers, including tax breaks and subsidies.""   ] } ","The Green Party will implement various tax and social policy measures to improve the financial security of carers, including tax breaks and subsidies."
601,A cutting-edge telecommunications infrastructure designed for the future,0.6071428571428571,0.25,0.2142857142857142,,1.0,472.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""A ""Next Generation"" Telecoms Network"",   ""paraphrases"": [     ""A cutting-edge telecommunications infrastructure designed for the future"",     ""A network that will revolutionize the way we communicate"",     ""A network that will provide unparalleled connectivity and reliability"",     ""A network that will enable businesses and consumers to connect seamlessly"",     ""A network that will usher in a new era of telecommunications""   ] } ",A cutting-edge telecommunications infrastructure designed for the future
602,A network that will revolutionize the way we communicate,0.6071428571428571,0.25,0.2142857142857142,,1.0,472.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""A ""Next Generation"" Telecoms Network"",   ""paraphrases"": [     ""A cutting-edge telecommunications infrastructure designed for the future"",     ""A network that will revolutionize the way we communicate"",     ""A network that will provide unparalleled connectivity and reliability"",     ""A network that will enable businesses and consumers to connect seamlessly"",     ""A network that will usher in a new era of telecommunications""   ] } ",A network that will revolutionize the way we communicate
603,A network that will provide unparalleled connectivity and reliability,0.6071428571428571,0.25,0.2142857142857142,,1.0,472.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""A ""Next Generation"" Telecoms Network"",   ""paraphrases"": [     ""A cutting-edge telecommunications infrastructure designed for the future"",     ""A network that will revolutionize the way we communicate"",     ""A network that will provide unparalleled connectivity and reliability"",     ""A network that will enable businesses and consumers to connect seamlessly"",     ""A network that will usher in a new era of telecommunications""   ] } ",A network that will provide unparalleled connectivity and reliability
604,A network that will enable businesses and consumers to connect seamlessly,0.6071428571428571,0.25,0.2142857142857142,,1.0,472.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""A ""Next Generation"" Telecoms Network"",   ""paraphrases"": [     ""A cutting-edge telecommunications infrastructure designed for the future"",     ""A network that will revolutionize the way we communicate"",     ""A network that will provide unparalleled connectivity and reliability"",     ""A network that will enable businesses and consumers to connect seamlessly"",     ""A network that will usher in a new era of telecommunications""   ] } ",A network that will enable businesses and consumers to connect seamlessly
605,A network that will usher in a new era of telecommunications,0.6071428571428571,0.25,0.2142857142857142,,1.0,472.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""A ""Next Generation"" Telecoms Network"",   ""paraphrases"": [     ""A cutting-edge telecommunications infrastructure designed for the future"",     ""A network that will revolutionize the way we communicate"",     ""A network that will provide unparalleled connectivity and reliability"",     ""A network that will enable businesses and consumers to connect seamlessly"",     ""A network that will usher in a new era of telecommunications""   ] } ",A network that will usher in a new era of telecommunications
606,Gael favors spending reductions over tax increases because of the negative impact tax hikes have on the unemployment rate.,0.6785714285714286,0.3571428571428571,0.8928571428571429,,1.0,499.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Gael favors spending reductions over tax increases because of the negative impact tax hikes have on the unemployment rate."",     ""Tax increases can lead to a significant increase in unemployment, while spending cuts have a much smaller impact."",     ""One of the primary reasons why Gael favors spending reductions is the potential impact tax increases could have on the unemployment rate."",     ""Tax increases can disproportionately affect low-income earners and families, leading to increased unemployment."",     ""Spending cuts can help to mitigate the negative impact of tax increases on the unemployment rate.""   ] } ",Gael favors spending reductions over tax increases because of the negative impact tax hikes have on the unemployment rate.
607,"Tax increases can lead to a significant increase in unemployment, while spending cuts have a much smaller impact.",0.6785714285714286,0.3571428571428571,0.8928571428571429,,1.0,499.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Gael favors spending reductions over tax increases because of the negative impact tax hikes have on the unemployment rate."",     ""Tax increases can lead to a significant increase in unemployment, while spending cuts have a much smaller impact."",     ""One of the primary reasons why Gael favors spending reductions is the potential impact tax increases could have on the unemployment rate."",     ""Tax increases can disproportionately affect low-income earners and families, leading to increased unemployment."",     ""Spending cuts can help to mitigate the negative impact of tax increases on the unemployment rate.""   ] } ","Tax increases can lead to a significant increase in unemployment, while spending cuts have a much smaller impact."
608,One of the primary reasons why Gael favors spending reductions is the potential impact tax increases could have on the unemployment rate.,0.6785714285714286,0.3571428571428571,0.8928571428571429,,1.0,499.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Gael favors spending reductions over tax increases because of the negative impact tax hikes have on the unemployment rate."",     ""Tax increases can lead to a significant increase in unemployment, while spending cuts have a much smaller impact."",     ""One of the primary reasons why Gael favors spending reductions is the potential impact tax increases could have on the unemployment rate."",     ""Tax increases can disproportionately affect low-income earners and families, leading to increased unemployment."",     ""Spending cuts can help to mitigate the negative impact of tax increases on the unemployment rate.""   ] } ",One of the primary reasons why Gael favors spending reductions is the potential impact tax increases could have on the unemployment rate.
609,"Tax increases can disproportionately affect low-income earners and families, leading to increased unemployment.",0.6785714285714286,0.3571428571428571,0.8928571428571429,,1.0,499.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Gael favors spending reductions over tax increases because of the negative impact tax hikes have on the unemployment rate."",     ""Tax increases can lead to a significant increase in unemployment, while spending cuts have a much smaller impact."",     ""One of the primary reasons why Gael favors spending reductions is the potential impact tax increases could have on the unemployment rate."",     ""Tax increases can disproportionately affect low-income earners and families, leading to increased unemployment."",     ""Spending cuts can help to mitigate the negative impact of tax increases on the unemployment rate.""   ] } ","Tax increases can disproportionately affect low-income earners and families, leading to increased unemployment."
610,Spending cuts can help to mitigate the negative impact of tax increases on the unemployment rate.,0.6785714285714286,0.3571428571428571,0.8928571428571429,,1.0,499.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Gael favors spending reductions over tax increases because of the negative impact tax hikes have on the unemployment rate."",     ""Tax increases can lead to a significant increase in unemployment, while spending cuts have a much smaller impact."",     ""One of the primary reasons why Gael favors spending reductions is the potential impact tax increases could have on the unemployment rate."",     ""Tax increases can disproportionately affect low-income earners and families, leading to increased unemployment."",     ""Spending cuts can help to mitigate the negative impact of tax increases on the unemployment rate.""   ] } ",Spending cuts can help to mitigate the negative impact of tax increases on the unemployment rate.
611,"We will provide more support for older people by increasing the number of hours they can receive home care, respite care, and nursing home care.",0.8928571428571429,0.6785714285714286,0.7857142857142857,,1.0,575.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will provide more support for older people by increasing the number of hours they can receive home care, respite care, and nursing home care."",     ""We will offer more assistance to older people by extending the availability of home care, respite care, and nursing home beds."",     ""We will expand the range of support available to older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will offer more comprehensive support for older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will provide more support for older people by increasing the availability of home care, respite care, and nursing home beds.""   ] } ","We will provide more support for older people by increasing the number of hours they can receive home care, respite care, and nursing home care."
612,"We will offer more assistance to older people by extending the availability of home care, respite care, and nursing home beds.",0.8928571428571429,0.6785714285714286,0.7857142857142857,,1.0,575.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will provide more support for older people by increasing the number of hours they can receive home care, respite care, and nursing home care."",     ""We will offer more assistance to older people by extending the availability of home care, respite care, and nursing home beds."",     ""We will expand the range of support available to older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will offer more comprehensive support for older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will provide more support for older people by increasing the availability of home care, respite care, and nursing home beds.""   ] } ","We will offer more assistance to older people by extending the availability of home care, respite care, and nursing home beds."
613,"We will expand the range of support available to older people by increasing the number of hours they can access home care, respite care, and nursing home care.",0.8928571428571429,0.6785714285714286,0.7857142857142857,,1.0,575.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will provide more support for older people by increasing the number of hours they can receive home care, respite care, and nursing home care."",     ""We will offer more assistance to older people by extending the availability of home care, respite care, and nursing home beds."",     ""We will expand the range of support available to older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will offer more comprehensive support for older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will provide more support for older people by increasing the availability of home care, respite care, and nursing home beds.""   ] } ","We will expand the range of support available to older people by increasing the number of hours they can access home care, respite care, and nursing home care."
614,"We will offer more comprehensive support for older people by increasing the number of hours they can access home care, respite care, and nursing home care.",0.8928571428571429,0.6785714285714286,0.7857142857142857,,1.0,575.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will provide more support for older people by increasing the number of hours they can receive home care, respite care, and nursing home care."",     ""We will offer more assistance to older people by extending the availability of home care, respite care, and nursing home beds."",     ""We will expand the range of support available to older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will offer more comprehensive support for older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will provide more support for older people by increasing the availability of home care, respite care, and nursing home beds.""   ] } ","We will offer more comprehensive support for older people by increasing the number of hours they can access home care, respite care, and nursing home care."
615,"We will provide more support for older people by increasing the availability of home care, respite care, and nursing home beds.",0.8928571428571429,0.6785714285714286,0.7857142857142857,,1.0,575.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""We will provide more support for older people by increasing the number of hours they can receive home care, respite care, and nursing home care."",     ""We will offer more assistance to older people by extending the availability of home care, respite care, and nursing home beds."",     ""We will expand the range of support available to older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will offer more comprehensive support for older people by increasing the number of hours they can access home care, respite care, and nursing home care."",     ""We will provide more support for older people by increasing the availability of home care, respite care, and nursing home beds.""   ] } ","We will provide more support for older people by increasing the availability of home care, respite care, and nursing home beds."
616,"In recent years, there have been a number of serious incidents in County Donegal that have had a devastating impact on the community.",0.5,0.3214285714285714,0.7142857142857143,,1.0,503.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""However in recent years it has experienced a number of extremely damaging incidents including the corrupt and dishonest policing in County Donegal, the shooting of John Carthy at Abbeylara, and the handling of 'Reclaim the Streets' demonstration in 2004."",   ""paraphrases"": [     ""In recent years, there have been a number of serious incidents in County Donegal that have had a devastating impact on the community."",     ""The corrupt and dishonest policing in County Donegal has led to a number of human rights abuses and has undermined public trust in the police."",     ""The shooting of John Carthy at Abbeylara has raised serious questions about the safety of citizens and the effectiveness of the justice system."",     ""The handling of the 'Reclaim the Streets' demonstration in 2004 was a clear example of how the police were unwilling to protect the rights of citizens."",     ""These incidents have shown that the situation in County Donegal is critical and that urgent action is needed to address the underlying problems.""   ] } ","In recent years, there have been a number of serious incidents in County Donegal that have had a devastating impact on the community."
617,The corrupt and dishonest policing in County Donegal has led to a number of human rights abuses and has undermined public trust in the police.,0.5,0.3214285714285714,0.7142857142857143,,1.0,503.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""However in recent years it has experienced a number of extremely damaging incidents including the corrupt and dishonest policing in County Donegal, the shooting of John Carthy at Abbeylara, and the handling of 'Reclaim the Streets' demonstration in 2004."",   ""paraphrases"": [     ""In recent years, there have been a number of serious incidents in County Donegal that have had a devastating impact on the community."",     ""The corrupt and dishonest policing in County Donegal has led to a number of human rights abuses and has undermined public trust in the police."",     ""The shooting of John Carthy at Abbeylara has raised serious questions about the safety of citizens and the effectiveness of the justice system."",     ""The handling of the 'Reclaim the Streets' demonstration in 2004 was a clear example of how the police were unwilling to protect the rights of citizens."",     ""These incidents have shown that the situation in County Donegal is critical and that urgent action is needed to address the underlying problems.""   ] } ",The corrupt and dishonest policing in County Donegal has led to a number of human rights abuses and has undermined public trust in the police.
618,The shooting of John Carthy at Abbeylara has raised serious questions about the safety of citizens and the effectiveness of the justice system.,0.5,0.3214285714285714,0.7142857142857143,,1.0,503.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""However in recent years it has experienced a number of extremely damaging incidents including the corrupt and dishonest policing in County Donegal, the shooting of John Carthy at Abbeylara, and the handling of 'Reclaim the Streets' demonstration in 2004."",   ""paraphrases"": [     ""In recent years, there have been a number of serious incidents in County Donegal that have had a devastating impact on the community."",     ""The corrupt and dishonest policing in County Donegal has led to a number of human rights abuses and has undermined public trust in the police."",     ""The shooting of John Carthy at Abbeylara has raised serious questions about the safety of citizens and the effectiveness of the justice system."",     ""The handling of the 'Reclaim the Streets' demonstration in 2004 was a clear example of how the police were unwilling to protect the rights of citizens."",     ""These incidents have shown that the situation in County Donegal is critical and that urgent action is needed to address the underlying problems.""   ] } ",The shooting of John Carthy at Abbeylara has raised serious questions about the safety of citizens and the effectiveness of the justice system.
619,The handling of the 'Reclaim the Streets' demonstration in 2004 was a clear example of how the police were unwilling to protect the rights of citizens.,0.5,0.3214285714285714,0.7142857142857143,,1.0,503.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""However in recent years it has experienced a number of extremely damaging incidents including the corrupt and dishonest policing in County Donegal, the shooting of John Carthy at Abbeylara, and the handling of 'Reclaim the Streets' demonstration in 2004."",   ""paraphrases"": [     ""In recent years, there have been a number of serious incidents in County Donegal that have had a devastating impact on the community."",     ""The corrupt and dishonest policing in County Donegal has led to a number of human rights abuses and has undermined public trust in the police."",     ""The shooting of John Carthy at Abbeylara has raised serious questions about the safety of citizens and the effectiveness of the justice system."",     ""The handling of the 'Reclaim the Streets' demonstration in 2004 was a clear example of how the police were unwilling to protect the rights of citizens."",     ""These incidents have shown that the situation in County Donegal is critical and that urgent action is needed to address the underlying problems.""   ] } ",The handling of the 'Reclaim the Streets' demonstration in 2004 was a clear example of how the police were unwilling to protect the rights of citizens.
620,These incidents have shown that the situation in County Donegal is critical and that urgent action is needed to address the underlying problems.,0.5,0.3214285714285714,0.7142857142857143,,1.0,503.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""However in recent years it has experienced a number of extremely damaging incidents including the corrupt and dishonest policing in County Donegal, the shooting of John Carthy at Abbeylara, and the handling of 'Reclaim the Streets' demonstration in 2004."",   ""paraphrases"": [     ""In recent years, there have been a number of serious incidents in County Donegal that have had a devastating impact on the community."",     ""The corrupt and dishonest policing in County Donegal has led to a number of human rights abuses and has undermined public trust in the police."",     ""The shooting of John Carthy at Abbeylara has raised serious questions about the safety of citizens and the effectiveness of the justice system."",     ""The handling of the 'Reclaim the Streets' demonstration in 2004 was a clear example of how the police were unwilling to protect the rights of citizens."",     ""These incidents have shown that the situation in County Donegal is critical and that urgent action is needed to address the underlying problems.""   ] } ",These incidents have shown that the situation in County Donegal is critical and that urgent action is needed to address the underlying problems.
621,It is certain that it will happen.,0.8214285714285714,0.5357142857142857,0.8571428571428571,,1.0,512.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""It is certain that it will happen."",     ""We should prepare for it."",     ""It is highly probable that it will happen."",     ""We should be mindful of the possibility of it."",     ""It is important that we take steps to ensure its success.""   ] } ",It is certain that it will happen.
622,We should prepare for it.,0.8214285714285714,0.5357142857142857,0.8571428571428571,,1.0,512.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""It is certain that it will happen."",     ""We should prepare for it."",     ""It is highly probable that it will happen."",     ""We should be mindful of the possibility of it."",     ""It is important that we take steps to ensure its success.""   ] } ",We should prepare for it.
623,It is highly probable that it will happen.,0.8214285714285714,0.5357142857142857,0.8571428571428571,,1.0,512.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""It is certain that it will happen."",     ""We should prepare for it."",     ""It is highly probable that it will happen."",     ""We should be mindful of the possibility of it."",     ""It is important that we take steps to ensure its success.""   ] } ",It is highly probable that it will happen.
624,We should be mindful of the possibility of it.,0.8214285714285714,0.5357142857142857,0.8571428571428571,,1.0,512.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""It is certain that it will happen."",     ""We should prepare for it."",     ""It is highly probable that it will happen."",     ""We should be mindful of the possibility of it."",     ""It is important that we take steps to ensure its success.""   ] } ",We should be mindful of the possibility of it.
625,It is important that we take steps to ensure its success.,0.8214285714285714,0.5357142857142857,0.8571428571428571,,1.0,512.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""It is certain that it will happen."",     ""We should prepare for it."",     ""It is highly probable that it will happen."",     ""We should be mindful of the possibility of it."",     ""It is important that we take steps to ensure its success.""   ] } ",It is important that we take steps to ensure its success.
626,"The process of seeking asylum, immigration, and integration is a complex and multifaceted one.",,,0.3928571428571428,,1.0,543.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The process of seeking asylum, immigration, and integration is a complex and multifaceted one."",     ""The next steps in the asylum, immigration, and integration process are crucial for ensuring a smooth and successful transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and orderly transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are of paramount importance for ensuring a seamless and effective transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and efficient transition for all individuals.""   ] } ","The process of seeking asylum, immigration, and integration is a complex and multifaceted one."
627,"The next steps in the asylum, immigration, and integration process are crucial for ensuring a smooth and successful transition for all individuals.",,,0.3928571428571428,,1.0,543.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The process of seeking asylum, immigration, and integration is a complex and multifaceted one."",     ""The next steps in the asylum, immigration, and integration process are crucial for ensuring a smooth and successful transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and orderly transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are of paramount importance for ensuring a seamless and effective transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and efficient transition for all individuals.""   ] } ","The next steps in the asylum, immigration, and integration process are crucial for ensuring a smooth and successful transition for all individuals."
628,"The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and orderly transition for all individuals.",,,0.3928571428571428,,1.0,543.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The process of seeking asylum, immigration, and integration is a complex and multifaceted one."",     ""The next steps in the asylum, immigration, and integration process are crucial for ensuring a smooth and successful transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and orderly transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are of paramount importance for ensuring a seamless and effective transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and efficient transition for all individuals.""   ] } ","The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and orderly transition for all individuals."
629,"The next steps in the asylum, immigration, and integration process are of paramount importance for ensuring a seamless and effective transition for all individuals.",,,0.3928571428571428,,1.0,543.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The process of seeking asylum, immigration, and integration is a complex and multifaceted one."",     ""The next steps in the asylum, immigration, and integration process are crucial for ensuring a smooth and successful transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and orderly transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are of paramount importance for ensuring a seamless and effective transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and efficient transition for all individuals.""   ] } ","The next steps in the asylum, immigration, and integration process are of paramount importance for ensuring a seamless and effective transition for all individuals."
630,"The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and efficient transition for all individuals.",,,0.3928571428571428,,1.0,543.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""The process of seeking asylum, immigration, and integration is a complex and multifaceted one."",     ""The next steps in the asylum, immigration, and integration process are crucial for ensuring a smooth and successful transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and orderly transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are of paramount importance for ensuring a seamless and effective transition for all individuals."",     ""The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and efficient transition for all individuals.""   ] } ","The next steps in the asylum, immigration, and integration process are essential for ensuring a successful and efficient transition for all individuals."
631,We will create a cooler and more comfortable living environment for residents by planting a vast number of trees.,0.9285714285714286,0.3928571428571428,0.8571428571428571,,1.0,568.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""We will help reduce heat stress in urban neighborhoods by planting millions of trees."",   ""paraphrases"": [     ""We will create a cooler and more comfortable living environment for residents by planting a vast number of trees."",     ""By planting trees, we can mitigate the effects of heat stress and improve the overall quality of life for everyone living in urban areas."",     ""We will invest in a greener future by planting millions of trees, which will provide shade, reduce air pollution, and create a more sustainable urban landscape."",     ""Planting trees is a crucial step in combating the detrimental effects of heat stress on our planet and communities."",     ""By embracing sustainable practices, we can create a more livable and healthy urban environment for all.""   ] } ",We will create a cooler and more comfortable living environment for residents by planting a vast number of trees.
632,"By planting trees, we can mitigate the effects of heat stress and improve the overall quality of life for everyone living in urban areas.",0.9285714285714286,0.3928571428571428,0.8571428571428571,,1.0,568.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""We will help reduce heat stress in urban neighborhoods by planting millions of trees."",   ""paraphrases"": [     ""We will create a cooler and more comfortable living environment for residents by planting a vast number of trees."",     ""By planting trees, we can mitigate the effects of heat stress and improve the overall quality of life for everyone living in urban areas."",     ""We will invest in a greener future by planting millions of trees, which will provide shade, reduce air pollution, and create a more sustainable urban landscape."",     ""Planting trees is a crucial step in combating the detrimental effects of heat stress on our planet and communities."",     ""By embracing sustainable practices, we can create a more livable and healthy urban environment for all.""   ] } ","By planting trees, we can mitigate the effects of heat stress and improve the overall quality of life for everyone living in urban areas."
633,"We will invest in a greener future by planting millions of trees, which will provide shade, reduce air pollution, and create a more sustainable urban landscape.",0.9285714285714286,0.3928571428571428,0.8571428571428571,,1.0,568.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""We will help reduce heat stress in urban neighborhoods by planting millions of trees."",   ""paraphrases"": [     ""We will create a cooler and more comfortable living environment for residents by planting a vast number of trees."",     ""By planting trees, we can mitigate the effects of heat stress and improve the overall quality of life for everyone living in urban areas."",     ""We will invest in a greener future by planting millions of trees, which will provide shade, reduce air pollution, and create a more sustainable urban landscape."",     ""Planting trees is a crucial step in combating the detrimental effects of heat stress on our planet and communities."",     ""By embracing sustainable practices, we can create a more livable and healthy urban environment for all.""   ] } ","We will invest in a greener future by planting millions of trees, which will provide shade, reduce air pollution, and create a more sustainable urban landscape."
634,Planting trees is a crucial step in combating the detrimental effects of heat stress on our planet and communities.,0.9285714285714286,0.3928571428571428,0.8571428571428571,,1.0,568.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""We will help reduce heat stress in urban neighborhoods by planting millions of trees."",   ""paraphrases"": [     ""We will create a cooler and more comfortable living environment for residents by planting a vast number of trees."",     ""By planting trees, we can mitigate the effects of heat stress and improve the overall quality of life for everyone living in urban areas."",     ""We will invest in a greener future by planting millions of trees, which will provide shade, reduce air pollution, and create a more sustainable urban landscape."",     ""Planting trees is a crucial step in combating the detrimental effects of heat stress on our planet and communities."",     ""By embracing sustainable practices, we can create a more livable and healthy urban environment for all.""   ] } ",Planting trees is a crucial step in combating the detrimental effects of heat stress on our planet and communities.
635,"By embracing sustainable practices, we can create a more livable and healthy urban environment for all.",0.9285714285714286,0.3928571428571428,0.8571428571428571,,1.0,568.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paragraph"": ""We will help reduce heat stress in urban neighborhoods by planting millions of trees."",   ""paraphrases"": [     ""We will create a cooler and more comfortable living environment for residents by planting a vast number of trees."",     ""By planting trees, we can mitigate the effects of heat stress and improve the overall quality of life for everyone living in urban areas."",     ""We will invest in a greener future by planting millions of trees, which will provide shade, reduce air pollution, and create a more sustainable urban landscape."",     ""Planting trees is a crucial step in combating the detrimental effects of heat stress on our planet and communities."",     ""By embracing sustainable practices, we can create a more livable and healthy urban environment for all.""   ] } ","By embracing sustainable practices, we can create a more livable and healthy urban environment for all."
636,Provide nationwide access to the internet.,0.9642857142857144,0.3571428571428571,0.4285714285714285,,1.0,497.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Provide nationwide access to the internet."",     ""Establish a comprehensive broadband network across the country."",     ""Expand internet access to every corner of the nation."",     ""Ensure that everyone has equal access to the digital world."",     ""Promote the development of a robust and accessible broadband infrastructure.""   ] } ",Provide nationwide access to the internet.
637,Establish a comprehensive broadband network across the country.,0.9642857142857144,0.3571428571428571,0.4285714285714285,,1.0,497.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Provide nationwide access to the internet."",     ""Establish a comprehensive broadband network across the country."",     ""Expand internet access to every corner of the nation."",     ""Ensure that everyone has equal access to the digital world."",     ""Promote the development of a robust and accessible broadband infrastructure.""   ] } ",Establish a comprehensive broadband network across the country.
638,Expand internet access to every corner of the nation.,0.9642857142857144,0.3571428571428571,0.4285714285714285,,1.0,497.0,total_sample_manifesto_humanRatings.csv,"{   ""language"": ""English"",   ""paraphrases"": [     ""Provide nationwide access to the internet."",     ""Establish a comprehensive broadband network across the country."",     ""Expand internet access to every corner of the nation."",     ""Ensure that everyone has equal access to the digital world."",     ""Promote the development of a robust and accessible broadband infrastructure.""   ] } ",Expand internet access to every corner of the nation.
